img,التاريخ,المورد,الرقم_الضريبي,رقم_الفاتورة,الصنف,الوحدة,سعر_الوحدة,الكمية,قبل_الضريبة,الضريبة,الإجمالي,طريقة_الدفع
IMG_1764.jpeg,2026-04-22,"شركة دار السالمين التجارية",311327878700003,678626,"بطاطس مبلدا 2.5*4كيلو C-18",كرتون,52,4,208.00,31.20,239.20,نقدي
IMG_1764.jpeg,2026-04-22,"شركة دار السالمين التجارية",311327878700003,678626,"كتشب بيدر شد4",كرتون,68,0.5,34.00,5.10,39.10,نقدي
IMG_1766.jpeg,2026-06-20,"شركة دار السالمين التجارية",311327878700003,689226,"شاورما لحم 10كيلو C-18",كرتون,195,4,780.00,117.00,897.00,نقدي
IMG_1766.jpeg,2026-06-20,"شركة دار السالمين التجارية",311327878700003,689226,"بطاطس مبلدا 2.5*4كيلو C-18",كرتون,52,4,208.00,31.20,239.20,نقدي
IMG_1766.jpeg,2026-06-20,"شركة دار السالمين التجارية",311327878700003,689226,"اكياس 18 شد",ربطة,40,1,40.00,6.00,46.00,نقدي
IMG_1766.jpeg,2026-06-20,"شركة دار السالمين التجارية",311327878700003,689226,"كتشب بيدر شد4",كرتون,68,0.5,34.00,5.10,39.10,نقدي
IMG_1766.jpeg,2026-06-20,"شركة دار السالمين التجارية",311327878700003,689226,"حبه وجبه صغير فرش 300",حبه,47,2,94.00,14.10,108.10,نقدي
IMG_1766.jpeg,2026-06-20,"شركة دار السالمين التجارية",311327878700003,689226,"علب وجبه فلين مقسم شد 100",ربطة,30,2,60.00,9.00,69.00,نقدي
IMG_1766.jpeg,2026-06-20,"شركة دار السالمين التجارية",311327878700003,689226,"خيار مخلل سطل",سطل,40,2,80.00,12.00,92.00,نقدي
IMG_1766.jpeg,2026-06-20,"شركة دار السالمين التجارية",311327878700003,689226,"مياه حياة قارورة شد 40",كرتون,12,3,36.00,5.40,41.40,نقدي
IMG_1768.jpeg,2026-06-11,"شركة دار السالمين التجارية",311327878700003,687608,"شاورما لحم 10كيلو C-18",كرتون,195,4,780.00,117.00,897.00,
IMG_1768.jpeg,2026-06-11,"شركة دار السالمين التجارية",311327878700003,687608,"بطاطس مبلدا 2.5*4كيلو C-18",كرتون,52,2,104.00,15.60,119.60,
IMG_1768.jpeg,2026-06-11,"شركة دار السالمين التجارية",311327878700003,687608,"طحينة الجميل 14كيلو",تنكة,165,1,165.00,24.75,189.75,
IMG_1768.jpeg,2026-06-11,"شركة دار السالمين التجارية",311327878700003,687608,"سيلوفان 240*30",كرتون,47.5,2,95.00,14.25,109.25,
IMG_1768.jpeg,2026-06-11,"شركة دار السالمين التجارية",311327878700003,687608,"قصدير فلة 24",كرتون,46.75,1,46.75,7.01,53.76,
IMG_1768.jpeg,2026-06-11,"شركة دار السالمين التجارية",311327878700003,687608,"صحون فلين",كرتون,43,3,129.00,19.35,148.35,
IMG_1768.jpeg,2026-06-11,"شركة دار السالمين التجارية",311327878700003,687608,"شطة حمراء 4.5 لتر",كرتون,69,0.25,17.25,2.59,19.84,
IMG_1765.jpeg,,,,0653,صحن,,,,,,,
IMG_1767.jpeg,,,,0095,صحن,,,,,,,
IMG_1769.jpeg,,,,0396,صحن,,,,,,,
IMG_1770.jpeg,,,,0597,صحن,,,,,,,
IMG_1771.jpeg,,,,0509,صحن,,,,,,,
IMG_1774.jpeg,,,,0571,صحن,,,,,,44,
IMG_1775.jpeg,2026-06-15,"شركة دار السالمين التجارية",311327878700003,688386,"بطاطس مايدا 2.5*4كيلو C-18",كرتون,52,4,208.00,31.20,239.20,نقدي
IMG_1775.jpeg,2026-06-15,"شركة دار السالمين التجارية",311327878700003,688386,"صلصة فلفل امل نور 4*4كيلو",كرتون,180,0.5,90.00,13.50,103.50,نقدي
IMG_1775.jpeg,2026-06-15,"شركة دار السالمين التجارية",311327878700003,688386,"زيت دلال تنك 17 لتر",تنك,103,2,206.00,30.90,236.90,نقدي
IMG_1775.jpeg,2026-06-15,"شركة دار السالمين التجارية",311327878700003,688386,"زيت دوار شمس 6*1.5لتر",كرتون,68,1,68.00,10.20,78.20,نقدي
IMG_1776.jpeg,,,,0584,صحن,,,,,,,
IMG_1777.jpeg,2026-06-23,"شركة دار السالمين التجارية",311327878700003,689773,"شاورما لحم 10كيلو C-18",كرتون,195,4,780.00,117.00,897.00,نقدي
IMG_1777.jpeg,2026-06-23,"شركة دار السالمين التجارية",311327878700003,689773,"بطاطس مايدا 2.5*4كيلو C-18",كرتون,52,4,208.00,31.20,239.20,نقدي
IMG_1777.jpeg,2026-06-23,"شركة دار السالمين التجارية",311327878700003,689773,"خل ابيض رنا جالون 30لتر",سطل,45,1,45.00,6.75,51.75,نقدي
IMG_1777.jpeg,2026-06-23,"شركة دار السالمين التجارية",311327878700003,689773,"سائل غسيل صحون لينالو 30لتر",سطل,40,1,40.00,6.00,46.00,نقدي
IMG_1777.jpeg,2026-06-23,"شركة دار السالمين التجارية",311327878700003,689773,"مناديل كفر طبقتين",لفه,23,2,46.00,6.90,52.90,نقدي
IMG_1777.jpeg,2026-06-23,"شركة دار السالمين التجارية",311327878700003,689773,"اكياس 21 شوال اراك الشمال",ربطة,40,1,40.00,6.00,46.00,نقدي
IMG_1777.jpeg,2026-06-23,"شركة دار السالمين التجارية",311327878700003,689773,"اكياس 15 شوال اراك الشمال",ربطة,40,1,40.00,6.00,46.00,نقدي
IMG_1777.jpeg,2026-06-23,"شركة دار السالمين التجارية",311327878700003,689773,"جبنة برايد سائلة 6*900جرام",كرتون,71,1,71.00,10.65,81.65,نقدي
IMG_1778.jpeg,,,,0456,,,,,,,,
IMG_1779.jpeg,,,,0611,صحن,,,,,,44,
IMG_1780.jpeg,,"مؤسسة حميد عوده العطوي لبيع الغاز",300568982700003,1477,غاز,,265,1,,,265,
IMG_1781.jpeg,,"شركة دار السالمين التجارية",311327878700003,689674,"زيت دلال تنك 17 لتر",تنك,103,1,103.00,15.45,118.45,نقدي
IMG_1781.jpeg,,"شركة دار السالمين التجارية",311327878700003,689674,"زيت دوار شمس 6*1.5لتر",كرتون,68,1,68.00,10.20,78.20,نقدي
IMG_1781.jpeg,,"شركة دار السالمين التجارية",311327878700003,689674,"نشا مفيسكو 25كيلو",كيس,60,1,60.00,9.00,69.00,نقدي
IMG_1782.jpeg,2026-06-06,"شركة دار السالمين التجارية",311327878700003,686498,"شاورما لحم 10كيلو C-18",كرتون,195,4,780.00,117.00,897.00,نقدي
IMG_1782.jpeg,2026-06-06,"شركة دار السالمين التجارية",311327878700003,686498,"بطاطس مايدا 2.5*4كيلو C-18",كرتون,52,4,208.00,31.20,239.20,نقدي
IMG_1782.jpeg,2026-06-06,"شركة دار السالمين التجارية",311327878700003,686498,"مياه حياة قاروره شد 40",كرتون,12,3,36.00,5.40,41.40,نقدي
IMG_1782.jpeg,2026-06-06,"شركة دار السالمين التجارية",311327878700003,686498,"مناديل كفر طبقتين",لفه,23,2,46.00,6.90,52.90,نقدي
IMG_1782.jpeg,2026-06-06,"شركة دار السالمين التجارية",311327878700003,686498,"علب وجبه فلين مقسم شد 100",ربطة,30,2,60.00,9.00,69.00,نقدي
IMG_1782.jpeg,2026-06-06,"شركة دار السالمين التجارية",311327878700003,686498,"حبه صحن سعري فويل 300",حبه,47,2,94.00,14.10,108.10,نقدي
IMG_1783.jpeg,2026-06-23,"شركة سما القد للمواد الغذائية",311320577900003,INV-255035,"صنف غير مقروء",حبة,4.00,1.00,3.48,0.52,4.00,نقدي
IMG_1784.jpeg,,,,,صحن,,,,,,,
IMG_1785.jpeg,2026-04-10,"شركة دار السالمين التجارية",311327878700003,676758,"شاورما جي سي برازيلي 10كيلو C-18",كرتون,209,3,627.00,94.05,721.05,نقدي
IMG_1785.jpeg,2026-04-10,"شركة دار السالمين التجارية",311327878700003,676758,"بطاطس مايدا 2.5*4كيلو C-18",كرتون,52,3,156.00,23.40,179.40,نقدي
IMG_1785.jpeg,2026-04-10,"شركة دار السالمين التجارية",311327878700003,676758,"لحم بقر توب سايد برازيلي C-18",كيلو,30,19.39,581.70,87.26,668.96,نقدي
IMG_1785.jpeg,2026-04-10,"شركة دار السالمين التجارية",311327878700003,676758,"زيت دلال تنك 17 لتر",تنك,103,2,206.00,30.90,236.90,نقدي
IMG_1785.jpeg,2026-04-10,"شركة دار السالمين التجارية",311327878700003,676758,"زيت دوار شمس 6*1.5لتر",كرتون,68,1,68.00,10.20,78.20,نقدي
IMG_1786.jpeg,2026-06-22,"مؤسسة اضواء درة الحمراء للمواد الغذائية",310245143500003,21942,"زيت شمس 1.5 لتر",حبة,,2.000,27.83,4.17,32.00,نقدي
IMG_1787.jpeg,,,,0242,صحن,,,,,,,
IMG_1792.jpeg,2026-06-04,"شركة دار السالمين التجارية",311327878700003,686150,"شاورما لحم 10كيلو C-18",كرتون,195,4,780.00,117.00,897.00,نقدي
IMG_1792.jpeg,2026-06-04,"شركة دار السالمين التجارية",311327878700003,686150,"بطاطس مايدا 2.5*4كيلو C-18",كرتون,52,4,208.00,31.20,239.20,نقدي
IMG_1792.jpeg,2026-06-04,"شركة دار السالمين التجارية",311327878700003,686150,"كتشب بيدر شد4",كرتون,68,0.5,34.00,5.10,39.10,نقدي
IMG_1792.jpeg,2026-06-04,"شركة دار السالمين التجارية",311327878700003,686150,"زيت دوار شمس 6*1.5لتر",كرتون,68,1,68.00,10.20,78.20,نقدي
IMG_1792.jpeg,2026-06-04,"شركة دار السالمين التجارية",311327878700003,686150,"زيت دلال تنك 17 لتر",تنك,103,1,103.00,15.45,118.45,نقدي
IMG_1792.jpeg,2026-06-04,"شركة دار السالمين التجارية",311327878700003,686150,"حمضيات علب 30*240مل",كرتون,47.5,2,95.00,14.25,109.25,نقدي
IMG_1792.jpeg,2026-06-04,"شركة دار السالمين التجارية",311327878700003,686150,"عصير ربيع",كرتون,43,3,129.00,19.35,148.35,نقدي
IMG_1792.jpeg,2026-06-04,"شركة دار السالمين التجارية",311327878700003,686150,"بيبسي علب 30*240مل",كرتون,47.5,2,95.00,14.25,109.25,نقدي
IMG_1792.jpeg,2026-06-04,"شركة دار السالمين التجارية",311327878700003,686150,"ديو علب 30*240مل",كرتون,47.5,1,47.50,7.13,54.63,نقدي
IMG_1793.jpeg,,,,0407,صحن,,,,,,44,
IMG_1794.jpeg,,"مؤسسة حميد عوده العطوي لبيع الغاز",300568982700003,1482,غاز,,265,1,,,265,
IMG_1795.jpeg,,"مؤسسة حميد عوده العطوي لبيع الغاز",300568982700003,0188,غاز,,265,,,,265,
IMG_1796.jpeg,,,,0429,صحن,,,,,,44,
IMG_1797.jpeg,2026-05-20,"شركة دار السالمين التجارية",311327878700003,683822,"بطاطس مايدا 2.5*4كيلو C-18",كرتون,52,4,208.00,31.20,239.20,نقدي
IMG_1797.jpeg,2026-05-20,"شركة دار السالمين التجارية",311327878700003,683822,"زيت دوار شمس 6*1.5لتر",كرتون,68,1,68.00,10.20,78.20,نقدي
IMG_1797.jpeg,2026-05-20,"شركة دار السالمين التجارية",311327878700003,683822,"زيت دلال تنك 17 لتر",تنك,103,1,103.00,15.45,118.45,نقدي
IMG_1797.jpeg,2026-05-20,"شركة دار السالمين التجارية",311327878700003,683822,"سكر ناعم 50كيلو",كيس,117,1,117.00,17.55,134.55,نقدي
IMG_1797.jpeg,2026-05-20,"شركة دار السالمين التجارية",311327878700003,683822,"حبه قصدير سعري فويل 300",حبه,47,2,94.00,14.10,108.10,نقدي
IMG_1797.jpeg,2026-05-20,"شركة دار السالمين التجارية",311327878700003,683822,"علب وجبه فلين مقسم شد 100",ربطة,30,2,60.00,9.00,69.00,نقدي
IMG_1797.jpeg,2026-05-20,"شركة دار السالمين التجارية",311327878700003,683822,"كبكب بلاستيك شفاف L100",حبه,8,10,80.00,12.00,92.00,نقدي
IMG_1797.jpeg,2026-05-20,"شركة دار السالمين التجارية",311327878700003,683822,"كتشب شد 1000",كرتون,50,1,50.00,7.50,57.50,نقدي
IMG_1797.jpeg,2026-05-20,"شركة دار السالمين التجارية",311327878700003,683822,"شاورما لحم استوي 10كيلو C-18",كرتون,195,4,780.00,117.00,897.00,نقدي
IMG_1798.jpeg,2026-09-05,"شركة سفير الأطعمة",311167223700003,2611001176,"شاورما سبايسي 10 كجم C-18",كرتون,193.10,1.00,193.10,28.97,222.07,نقدي
IMG_1799.jpeg,,,,0470,,,,,,,,
IMG_1800.jpeg,,,,0443,,,,,,,,
IMG_1801.jpeg,,,,0418,,,,,,,,
IMG_1802.jpeg,,,,0642,صحن,,,,,,,
IMG_1803.jpeg,,,,0626,صحن,,,,,,,
IMG_1804.jpeg,2026-05-17,"شركة دار السالمين التجارية",311327878700003,683148,"شاورما لحم 10كيلو C-18",كرتون,200,4,800.00,120.00,920.00,نقدي
IMG_1804.jpeg,2026-05-17,"شركة دار السالمين التجارية",311327878700003,683148,"بطاطس مايدا 2.5*4كيلو C-18",كرتون,52,3,156.00,23.40,179.40,نقدي
IMG_1804.jpeg,2026-05-17,"شركة دار السالمين التجارية",311327878700003,683148,"مناديل كفر طبقتين",لفه,23,1,23.00,3.45,26.45,نقدي
IMG_1804.jpeg,2026-05-17,"شركة دار السالمين التجارية",311327878700003,683148,"صلصة فلفل امل نور 4*4كيلو",كرتون,180,0.25,45.00,6.75,51.75,نقدي
IMG_1804.jpeg,2026-05-17,"شركة دار السالمين التجارية",311327878700003,683148,"شطه رنا جوالين 4*4.5 لتر",كرتون,69,0.25,17.25,2.59,19.84,نقدي
IMG_1804.jpeg,2026-05-17,"شركة دار السالمين التجارية",311327878700003,683148,"كتشب بيدر شد4",كرتون,68,0.5,34.00,5.10,39.10,نقدي
IMG_1804.jpeg,2026-05-17,"شركة دار السالمين التجارية",311327878700003,683148,"حبه صلصة جبنة الشيدار فرشلي 3كيلو",حبه,50,1,50.00,7.50,57.50,نقدي
IMG_1804.jpeg,2026-05-17,"شركة دار السالمين التجارية",311327878700003,683148,"عصير ربيع",كرتون,43,2,86.00,12.90,98.90,نقدي
IMG_1804.jpeg,2026-05-17,"شركة دار السالمين التجارية",311327878700003,683148,"لحم بقر توب سايد برازيلي C-18",كيلو,29,27.3,791.70,118.76,910.46,نقدي
IMG_1805.jpeg,,,,0218,"غير مقروء",,,,,,,
IMG_1805.jpeg,,,,0218,"غير مقروء",,,,,,,
IMG_1807.jpeg,2026-04-27,"مؤسسة اضواء درة الحمراء للمواد الغذائية",310245143500003,9720,"زبادي المراعي 1 كيلو",,8,1.00,6.96,1.04,8.00,
IMG_1808.jpeg,,,,0714,صحن,,,,,,,
IMG_1809.jpeg,,,,0748,صحن,,,,,,,
IMG_1810.jpeg,,,,0794,صحن,,,,,,,
IMG_1811.jpeg,2026-04-24,"شركة دار السالمين التجارية",311327878700003,679030,"شاورما جي سي برازيلي 10كيلو C-18",كرتون,210,4,840.00,126.00,966.00,نقدي
IMG_1811.jpeg,2026-04-24,"شركة دار السالمين التجارية",311327878700003,679030,"بطاطس مايدا 2.5*4كيلو C-18",كرتون,52,2,104.00,15.60,119.60,نقدي
IMG_1811.jpeg,2026-04-24,"شركة دار السالمين التجارية",311327878700003,679030,"حبه قصدير سعودي فويل 300",حبه,47,2,94.00,14.10,108.10,نقدي
IMG_1811.jpeg,2026-04-24,"شركة دار السالمين التجارية",311327878700003,679030,"جبنة شرائح برايد صفراء 10*24",كرتون,93,1,93.00,13.95,106.95,نقدي
IMG_1811.jpeg,2026-04-24,"شركة دار السالمين التجارية",311327878700003,679030,"حبه صلصة جبنة الشيدار فرشلي 3كيلو",حبه,50,1,50.00,7.50,57.50,نقدي
IMG_1811.jpeg,2026-04-24,"شركة دار السالمين التجارية",311327878700003,679030,"زيت دوار شمس 6*1.5لتر",كرتون,68,1,68.00,10.20,78.20,نقدي
IMG_1811.jpeg,2026-04-24,"شركة دار السالمين التجارية",311327878700003,679030,"علب وجبه فلين مقسم شد 100",ربطة,33,1,33.00,4.95,37.95,نقدي
IMG_1811.jpeg,2026-04-24,"شركة دار السالمين التجارية",311327878700003,679030,"خل ابيض رنا جالون 30لتر",سطل,45,1,45.00,6.75,51.75,نقدي
IMG_1812.jpeg,,,,0809,صحن,,,,,,,
IMG_1813.jpeg,,,,0763,صحن,,,,,,103,
IMG_1814.jpeg,2026-04-26,"شركة دار السالمين التجارية",311327878700003,679450,"بيبسي علب شد 24",كرتون,47.5,2,95.00,14.25,109.25,نقدي
IMG_1814.jpeg,2026-04-26,"شركة دار السالمين التجارية",311327878700003,679450,"حمضيات علب شد 24",كرتون,46.75,2,93.50,14.03,107.53,نقدي
IMG_1814.jpeg,2026-04-26,"شركة دار السالمين التجارية",311327878700003,679450,"ديو شد 24",كرتون,46.75,2,93.50,14.03,107.53,نقدي
IMG_1814.jpeg,2026-04-26,"شركة دار السالمين التجارية",311327878700003,679450,"عصير ربيع",كرتون,43,3,129.00,19.35,148.35,نقدي
IMG_1814.jpeg,2026-04-26,"شركة دار السالمين التجارية",311327878700003,679450,"زيت دلال تنك 17 لتر",تنك,103,3,309.00,46.35,355.35,نقدي
IMG_1814.jpeg,2026-04-26,"شركة دار السالمين التجارية",311327878700003,679450,"زيت دوار شمس 6*1.5لتر",كرتون,68,1,68.00,10.20,78.20,نقدي
IMG_1814.jpeg,2026-04-26,"شركة دار السالمين التجارية",311327878700003,679450,"شاورما جي سي برازيلي 10كيلو C-18",كرتون,210,4,840.00,126.00,966.00,نقدي
IMG_1814.jpeg,2026-04-26,"شركة دار السالمين التجارية",311327878700003,679450,"بطاطس مايدا 2.5*4كيلو C-18",كرتون,52,4,208.00,31.20,239.20,نقدي
IMG_1814.jpeg,2026-04-26,"شركة دار السالمين التجارية",311327878700003,679450,"لحم بقر توب سايد برازيلي C-18",كيلو,30,24.11,723.30,108.50,831.80,نقدي
IMG_1815.jpeg,2026-04-15,"شركة دار السالمين التجارية",311327878700003,677515,"شاورما جي سي برازيلي 10كيلو C-18",كرتون,209,4,836.00,125.40,961.40,نقدي
IMG_1815.jpeg,2026-04-15,"شركة دار السالمين التجارية",311327878700003,677515,"كبده بي بي سي C-18",كرتون,193,1,193.00,28.95,221.95,نقدي
IMG_1815.jpeg,2026-04-15,"شركة دار السالمين التجارية",311327878700003,677515,"علب وجبه فلين مقسم شد 100",ربطة,30,2,60.00,9.00,69.00,نقدي
IMG_1815.jpeg,2026-04-15,"شركة دار السالمين التجارية",311327878700003,677515,"حبه صلصة جبنة الشيدار فرشلي 3كيلو",حبه,50,1,50.00,7.50,57.50,نقدي
IMG_1815.jpeg,2026-04-15,"شركة دار السالمين التجارية",311327878700003,677515,"كلور 30لتر",سطل,35,1,35.00,5.25,40.25,نقدي
IMG_1815.jpeg,2026-04-15,"شركة دار السالمين التجارية",311327878700003,677515,"سائل غسيل صحون لينالو 30لتر",سطل,40,1,40.00,6.00,46.00,نقدي
IMG_1815.jpeg,2026-04-15,"شركة دار السالمين التجارية",311327878700003,677515,"بيبسي علب شد 24",كرتون,47.5,1,47.50,7.13,54.63,نقدي
IMG_1815.jpeg,2026-04-15,"شركة دار السالمين التجارية",311327878700003,677515,"حمضيات علب شد 24",كرتون,46.75,1,46.75,7.01,53.76,نقدي
IMG_1815.jpeg,2026-04-15,"شركة دار السالمين التجارية",311327878700003,677515,"عصير ربيع",كرتون,44.5,2,89.00,13.35,102.35,نقدي
IMG_1816.jpeg,2026-05-01,,,0828,صحن,,,,,,63,
IMG_1817.jpeg,2026-04-29,"شركة دار السالمين التجارية",311327878700003,679930,"كتشب بيدر شد4",كرتون,68,0.5,34.00,5.10,39.10,نقدي
IMG_1817.jpeg,2026-04-29,"شركة دار السالمين التجارية",311327878700003,679930,"علب وجبه فلين مقسم شد 100",ربطة,33,2,66.00,9.90,75.90,نقدي
IMG_1817.jpeg,2026-04-29,"شركة دار السالمين التجارية",311327878700003,679930,"شطه رنا جوالين 4*4.5 لتر",كرتون,69,0.25,17.25,2.59,19.84,نقدي
IMG_1817.jpeg,2026-04-29,"شركة دار السالمين التجارية",311327878700003,679930,"سائل غسيل صحون لينالو 30لتر",سطل,40,1,40.00,6.00,46.00,نقدي
IMG_1817.jpeg,2026-04-29,"شركة دار السالمين التجارية",311327878700003,679930,"كلور 30لتر",سطل,35,1,35.00,5.25,40.25,نقدي
IMG_1817.jpeg,2026-04-29,"شركة دار السالمين التجارية",311327878700003,679930,"بطاطس مايدا 2.5*4كيلو C-18",كرتون,52,3,156.00,23.40,179.40,نقدي
IMG_1818.jpeg,2026-04-30,"شركة دار السالمين التجارية",311327878700003,680122,"شاورما جي سي برازيلي 10كيلو C-18",كرتون,210,3,630.00,94.50,724.50,نقدي
IMG_1818.jpeg,2026-04-30,"شركة دار السالمين التجارية",311327878700003,680122,"حمضيات علب شد 24",كرتون,46.75,1,46.75,7.01,53.76,نقدي
IMG_1818.jpeg,2026-04-30,"شركة دار السالمين التجارية",311327878700003,680122,"زيت دوار شمس 6*1.5لتر",كرتون,68,1,68.00,10.20,78.20,نقدي
IMG_1819.jpeg,2026-04-28,,,0779,صحن,,,,,,84,
IMG_1851.jpeg,2026-04-13,"شركة دار السالمين التجارية",311327878700003,677215,"حبه قصدير سعودي فويل 300",حبه,47,2,94.00,14.10,108.10,نقدي
IMG_1851.jpeg,2026-04-13,"شركة دار السالمين التجارية",311327878700003,677215,"مناديل كفر طبقتين",لفه,23,1,23.00,3.45,26.45,نقدي
IMG_1851.jpeg,2026-04-13,"شركة دار السالمين التجارية",311327878700003,677215,"شاورما جي سي برازيلي 10كيلو C-18",كرتون,209,3,627.00,94.05,721.05,نقدي
IMG_1851.jpeg,2026-04-13,"شركة دار السالمين التجارية",311327878700003,677215,"بطاطس مايدا 2.5*4كيلو C-18",كرتون,52,3,156.00,23.40,179.40,نقدي
IMG_1851.jpeg,2026-04-13,"شركة دار السالمين التجارية",311327878700003,677215,"زيت دلال تنك 17 لتر",تنك,103,1,103.00,15.45,118.45,نقدي
IMG_1851.jpeg,2026-04-13,"شركة دار السالمين التجارية",311327878700003,677215,"زيت دوار شمس 6*1.5لتر",كرتون,68,1,68.00,10.20,78.20,نقدي
IMG_1851.jpeg,2026-04-13,"شركة دار السالمين التجارية",311327878700003,677215,"بيبسي علب شد 24",كرتون,47.5,1,47.50,7.13,54.63,نقدي
IMG_1851.jpeg,2026-04-13,"شركة دار السالمين التجارية",311327878700003,677215,"حمضيات علب شد 24",كرتون,46.75,1,46.75,7.01,53.76,نقدي
IMG_1851.jpeg,2026-04-13,"شركة دار السالمين التجارية",311327878700003,677215,"ديو شد 24",كرتون,46.75,1,46.75,7.01,53.76,نقدي
IMG_1851.jpeg,2026-04-13,"شركة دار السالمين التجارية",311327878700003,677215,"عصير ربيع",كرتون,44.5,2,89.00,13.35,102.35,نقدي
IMG_1852.jpeg,2026-06-17,"شركة دار السالمين التجارية",311327878700003,688634,"شاورما لحم 10كيلو C-18",كرتون,195,4,780.00,117.00,897.00,نقدي
IMG_1852.jpeg,2026-06-17,"شركة دار السالمين التجارية",311327878700003,688634,"بطاطس مايدا 2.5*4كيلو C-18",كرتون,52,2,104.00,15.60,119.60,نقدي
IMG_1852.jpeg,2026-06-17,"شركة دار السالمين التجارية",311327878700003,688634,"حمضيات علب 30*240مل",كرتون,47.5,2,95.00,14.25,109.25,نقدي
IMG_1852.jpeg,2026-06-17,"شركة دار السالمين التجارية",311327878700003,688634,"بيبسي علب 30*240مل",كرتون,47.5,2,95.00,14.25,109.25,نقدي
IMG_1852.jpeg,2026-06-17,"شركة دار السالمين التجارية",311327878700003,688634,"عصير ربيع",كرتون,43,3,129.00,19.35,148.35,نقدي
IMG_1852.jpeg,2026-06-17,"شركة دار السالمين التجارية",311327878700003,688634,"ديو شد 24",كرتون,46.75,1,46.75,7.01,53.76,نقدي
IMG_1854.jpeg,,,,0550,صحن,,,,,,45,
IMG_1855.jpeg,,,,0567,صحن,,,,,,,
IMG_1856.jpeg,,,,0531,صحن,,,,,,39,
IMG_1857.jpeg,,,,0227,صحن,,,,,,62,
IMG_1858.jpeg,,,,0373,صحن,,,,,,26,
IMG_1859.jpeg,,,,0384,صحن,,,,,,25,
IMG_1860.jpeg,,,,0327,صحن,,,,,,50,
IMG_1861.jpeg,,,,0315,صحن,,,,,,55,
IMG_1862.jpeg,,,,0361,صحن,,,,,,49,
IMG_1863.jpeg,,,,0348,صحن,,,,,,50,
IMG_1864.jpeg,,,,0339,صحن,,,,,,22,
IMG_1865.jpeg,,,,0327,صحن,,,,,,50,
